-DOCSTART- -X- O
two -X- _ O
chairs -X- _ O
sit -X- _ O
together. -X- _ O
Plush -X- _ O
cushions -X- _ O
, -X- _ O
and -X- _ O
padded -X- _ O
bolsters -X- _ O
( -X- _ O
which -X- _ O
are -X- _ O

stitched -X- _ O
in -X- _ O
place -X- _ O
to -X- _ O
keep -X- _ O
the -X- _ O
arms -X- _ O
looking -X- _ O
crisp -X- _ O
and -X- _ O
comfortable -X- _ O
) -X- _ O
make -X- _ O
this -X- _ O
chair -X- _ O
the -X- _ O
perfect -X- _ O
place -X- _ O
to -X- _ O
chat -X- _ O

or -X- _ O
just -X- _ O
relax. -X- _ O
Specifications -X- _ O
We -X- _ O
worry -X- _ O
about -X- _ O
the -X- _ O
details -X- _ O
of -X- _ O
your -X- _ O
furniture -X- _ O
so -X- _ O
you -X- _ O
do -X- _ O
n't -X- _ O
have -X- _ O
to. -X- _ O
Frame -X- _ O
: -X- _ O

Kiln-dried -X- _ O
hardwood -X- _ O
frame -X- _ O
( -X- _ O
never -X- _ O
particle -X- _ O
board -X- _ O
or -X- _ O
pine -X- _ O
) -X- _ O
. -X- _ O
Joints -X- _ O
: -X- _ O
Corner-blocked -X- _ O
, -X- _ O
high-pressure -X- _ O
stapled -X- _ O
, -X- _ O
and -X- _ O
glued -X- _ O

( -X- _ O
screwed -X- _ O
and -X- _ O
doweled -X- _ O
frames -X- _ O
also -X- _ O
available -X- _ O
) -X- _ O
. -X- _ O
Suspension -X- _ O
: -X- _ O
Unidirectional -X- _ O
webbing -X- _ O
( -X- _ O
interwoven -X- _ O
strips -X- _ O
of -X- _ O
nylon -X- _ O
webbing -X- _ O
that -X- _ O

create -X- _ O
a -X- _ O
very -X- _ O
stable -X- _ O
platform -X- _ O
for -X- _ O
cushions -X- _ O
) -X- _ O
. -X- _ O
Cushions -X- _ O
: -X- _ O
Medium -X- _ O
HR -X- _ O
polyurethane -X- _ O
foam. -X- _ O
No -X- _ O
flame -X- _ O
retardants. -X- _ O
Glue -X- _ O
: -X- _ O

Low-VOC -X- _ O
38 -X- _ O
" -X- _ O
L -X- _ O
x -X- _ O
36 -X- _ O
" -X- _ O
D -X- _ O
x -X- _ O
34 -X- _ O
" -X- _ O
H -X- _ O
Makes -X- _ O
a -X- _ O
great -X- _ O
swivel -X- _ O
chair. -X- _ O
Call -X- _ O
or -X- _ O
email -X- _ O

for -X- _ O
details. -X- _ O
Do -X- _ O
n't -X- _ O
see -X- _ O
the -X- _ O
right -X- _ O
color -X- _ O
? -X- _ O
We -X- _ O
have -X- _ O
100s -X- _ O
of -X- _ O
fabrics -X- _ O
and -X- _ O
leathers -X- _ O
available -X- _ O
at -X- _ O
the -X- _ O
Perch -X- _ O

shop -X- _ O
, -X- _ O
including -X- _ O
that -X- _ O
perfect -X- _ O
grey. -X- _ O
Hoyt -X- _ B-PRODUCT
Chair -X- _ I-PRODUCT
Regular -X- _ O
price -X- _ O
$ -X- _ O
1,300.00 -X- _ O
Unit -X- _ O
price -X- _ O
/ -X- _ O
per -X- _ O
Shipping -X- _ O
Secure -X- _ O
payment -X- _ O
Material -X- _ O

: -X- _ O
Prima -X- _ O
Linen -X- _ O
Leather -X- _ O
: -X- _ O
Prima -X- _ O
Linen -X- _ O
Sophie -X- _ O
Sky -X- _ O
Grey -X- _ O
Ease -X- _ O
Silver -X- _ O
Dollar -X- _ O
Simplex -X- _ O
Oyster -X- _ O
Taylor -X- _ O
Felt -X- _ O
Grey -X- _ O
Vibes -X- _ O
Elephant -X- _ O

Grey -X- _ O
Romo -X- _ O
Moon -X- _ O
Notion -X- _ O
Underground -X- _ O
Twist -X- _ O
Earl -X- _ O
Grey -X- _ O
Notion -X- _ O
Airstream -X- _ O
Vibes -X- _ O
Steel -X- _ O
Bennett -X- _ O
Charcoal -X- _ O
Romo -X- _ O
Lead -X- _ O
Poodle -X- _ O
Cloud -X- _ O
Nubia -X- _ O
Linen -X- _ O

Eton -X- _ O
Ivory -X- _ O
Eton -X- _ O
Sand -X- _ O
Impact -X- _ O
Flurry -X- _ O
Maestro -X- _ O
Fleece -X- _ O
Taupe -X- _ O
Simplex -X- _ O
French -X- _ O
Vanilla -X- _ O
Notion -X- _ O
Hypnotic -X- _ O
Taylor -X- _ O
Capri -X- _ O
Prestige -X- _ O
Teal -X- _ O
Notion -X- _ O
Odyssey -X- _ O

Prestige -X- _ O
Navy -X- _ O
Julia -X- _ O
Navy -X- _ O
Prestige -X- _ O
Goldenrod -X- _ O
Maestro -X- _ O
Fleece -X- _ O
Loden -X- _ O
Prestige -X- _ O
Forest -X- _ O
Flip -X- _ O
Blush -X- _ O
Romo -X- _ O
Paprika -X- _ O
Notion -X- _ O
Tang -X- _ O
Everglades -X- _ O
Graphite -X- _ O
Prima -X- _ O

Espresso -X- _ O
Leather -X- _ O
- -X- _ O
Mont -X- _ O
Blanc -X- _ O
Smoke -X- _ O
Leather -X- _ O
- -X- _ O
Echo -X- _ O
Limestone -X- _ O
Leather -X- _ O
- -X- _ O
Windsor -X- _ O
Mahogany -X- _ O
Leather -X- _ O
- -X- _ O
Notting -X- _ O
Hill -X- _ O
Bourbon -X- _ O
Leather -X- _ O

- -X- _ O
Mont -X- _ O
Blanc -X- _ O
Sycamore -X- _ O
Leather -X- _ O
- -X- _ O
Brompton -X- _ O
Brown -X- _ O
Leather -X- _ O
- -X- _ O
Brompton -X- _ O
Black -X- _ O
Built-to-Order. -X- _ O
Ships -X- _ O
in -X- _ O
10 -X- _ O
to -X- _ O
12 -X- _ O
weeks -X- _ O
Quantity -X- _ O

Quantity -X- _ O
Quantity -X- _ O
selected -X- _ O
exceeds -X- _ O
current -X- _ O
stock -X- _ O
Quantity -X- _ O
Prima -X- _ O
Linen -X- _ O
Sophie -X- _ O
Sky -X- _ O
Grey -X- _ O
Ease -X- _ O
Silver -X- _ O
Dollar -X- _ O
Simplex -X- _ O
Oyster -X- _ O
Taylor -X- _ O
Felt -X- _ O
Grey -X- _ O

Vibes -X- _ O
Elephant -X- _ O
Grey -X- _ O
Romo -X- _ O
Moon -X- _ O
Notion -X- _ O
Underground -X- _ O
Twist -X- _ O
Earl -X- _ O
Grey -X- _ O
Notion -X- _ O
Airstream -X- _ O
Vibes -X- _ O
Steel -X- _ O
Bennett -X- _ O
Charcoal -X- _ O
Romo -X- _ O
Lead -X- _ O
Poodle -X- _ O
Cloud -X- _ O

Nubia -X- _ O
Linen -X- _ O
Eton -X- _ O
Ivory -X- _ O
Eton -X- _ O
Sand -X- _ O
Impact -X- _ O
Flurry -X- _ O
Maestro -X- _ O
Fleece -X- _ O
Taupe -X- _ O
Simplex -X- _ O
French -X- _ O
Vanilla -X- _ O
Notion -X- _ O
Hypnotic -X- _ O
Taylor -X- _ O
Capri -X- _ O
Prestige -X- _ O
Teal -X- _ O

Notion -X- _ O
Odyssey -X- _ O
Prestige -X- _ O
Navy -X- _ O
Julia -X- _ O
Navy -X- _ O
Prestige -X- _ O
Goldenrod -X- _ O
Maestro -X- _ O
Fleece -X- _ O
Loden -X- _ O
Prestige -X- _ O
Forest -X- _ O
Flip -X- _ O
Blush -X- _ O
Romo -X- _ O
Paprika -X- _ O
Notion -X- _ O
Tang -X- _ O
Everglades -X- _ O

Graphite -X- _ O
Prima -X- _ O
Espresso -X- _ O
Leather -X- _ O
- -X- _ O
Mont -X- _ O
Blanc -X- _ O
Smoke -X- _ O
Leather -X- _ O
- -X- _ O
Echo -X- _ O
Limestone -X- _ O
Leather -X- _ O
- -X- _ O
Windsor -X- _ O
Mahogany -X- _ O
Leather -X- _ O
- -X- _ O
Notting -X- _ O
Hill -X- _ O

Bourbon -X- _ O
Leather -X- _ O
- -X- _ O
Mont -X- _ O
Blanc -X- _ O
Sycamore -X- _ O
Leather -X- _ O
- -X- _ O
Brompton -X- _ O
Brown -X- _ O
Leather -X- _ O
- -X- _ O
Brompton -X- _ O
Black -X- _ O
Add -X- _ O
to -X- _ O
Bag -X- _ O
Want -X- _ O
to -X- _ O
customize -X- _ O

this -X- _ O
further -X- _ O
or -X- _ O
do -X- _ O
n't -X- _ O
see -X- _ O
the -X- _ O
options -X- _ O
you -X- _ O
like -X- _ O
contact -X- _ O
us -X- _ O
. -X- _ O
Share -X- _ O
Link -X- _ O
copied -X- _ O
! -X- _ O
Post -X- _ O
Share -X- _ O
Pin -X- _ O

it -X- _ O
Shipping -X- _ O
& -X- _ O
Returns -X- _ O
How -X- _ O
long -X- _ O
does -X- _ O
shipping -X- _ O
and -X- _ O
delivery -X- _ O
take -X- _ O
? -X- _ O
In -X- _ O
the -X- _ O
Portland -X- _ O
metro -X- _ O
area -X- _ O
, -X- _ O
our -X- _ O
lead -X- _ O

time -X- _ O
is -X- _ O
12 -X- _ O
to -X- _ O
14 -X- _ O
weeks. -X- _ O
For -X- _ O
the -X- _ O
rest -X- _ O
of -X- _ O
the -X- _ O
continental -X- _ O
United -X- _ O
States -X- _ O
, -X- _ O
lead -X- _ O
times -X- _ O
will -X- _ O
include -X- _ O
2 -X- _ O

to -X- _ O
4 -X- _ O
additional -X- _ O
weeks -X- _ O
for -X- _ O
shipping. -X- _ O
Due -X- _ O
to -X- _ O
current -X- _ O
supply -X- _ O
chain -X- _ O
challenges -X- _ O
, -X- _ O
please -X- _ O
note -X- _ O
that -X- _ O
the -X- _ O
lead -X- _ O
time -X- _ O
( -X- _ O

s -X- _ O
) -X- _ O
provided -X- _ O
at -X- _ O
the -X- _ O
time -X- _ O
of -X- _ O
sale -X- _ O
are -X- _ O
a -X- _ O
representation -X- _ O
of -X- _ O
our -X- _ O
understanding -X- _ O
, -X- _ O
in -X- _ O
the -X- _ O
moment -X- _ O
, -X- _ O
of -X- _ O

the -X- _ O
furniture -X- _ O
or -X- _ O
component -X- _ O
part’s -X- _ O
future -X- _ O
availability. -X- _ O
Lead -X- _ O
times -X- _ O
are -X- _ O
subject -X- _ O
to -X- _ O
change -X- _ O
and -X- _ O
are -X- _ O
influenced -X- _ O
by -X- _ O
many -X- _ O
factors -X- _ O
outside -X- _ O

of -X- _ O
our -X- _ O
control. -X- _ O
We -X- _ O
will -X- _ O
keep -X- _ O
you -X- _ O
advised -X- _ O
of -X- _ O
any -X- _ O
delays -X- _ O
that -X- _ O
arise -X- _ O
as -X- _ O
the -X- _ O
information -X- _ O
is -X- _ O
received. -X- _ O
Can -X- _ O
I -X- _ O

pick -X- _ O
my -X- _ O
furniture -X- _ O
up -X- _ O
? -X- _ O
We -X- _ O
offer -X- _ O
Will -X- _ O
Call -X- _ O
services -X- _ O
for -X- _ O
furniture -X- _ O
delivered -X- _ O
to -X- _ O
Portland. -X- _ O
A -X- _ O
$ -X- _ O
125 -X- _ O
fee -X- _ O
applies -X- _ O

, -X- _ O
and -X- _ O
furniture -X- _ O
that -X- _ O
is -X- _ O
picked -X- _ O
up -X- _ O
by -X- _ O
you -X- _ O
( -X- _ O
or -X- _ O
your -X- _ O
representative -X- _ O
) -X- _ O
from -X- _ O
our -X- _ O
delivery -X- _ O
service -X- _ O
warehouse -X- _ O
must -X- _ O

be -X- _ O
inspected -X- _ O
at -X- _ O
the -X- _ O
warehouse -X- _ O
and -X- _ O
signed -X- _ O
off -X- _ O
on -X- _ O
as -X- _ O
" -X- _ O
in -X- _ O
good -X- _ O
condition -X- _ O
" -X- _ O
before -X- _ O
it -X- _ O
will -X- _ O
be -X- _ O
released -X- _ O

to -X- _ O
you. -X- _ O
Perch -X- _ O
can -X- _ O
not -X- _ O
accept -X- _ O
responsibility -X- _ O
for -X- _ O
any -X- _ O
damage -X- _ O
that -X- _ O
occurs -X- _ O
once -X- _ O
the -X- _ O
furniture -X- _ O
is -X- _ O
released. -X- _ O
What -X- _ O
if -X- _ O
my -X- _ O

furniture -X- _ O
does -X- _ O
n't -X- _ O
fit -X- _ O
? -X- _ O
The -X- _ O
customer -X- _ O
is -X- _ O
responsible -X- _ O
for -X- _ O
verifying -X- _ O
building -X- _ O
access -X- _ O
and -X- _ O
all -X- _ O
entry -X- _ O
measurements -X- _ O
( -X- _ O
doorways -X- _ O
, -X- _ O

stairwells -X- _ O
, -X- _ O
elevators -X- _ O
, -X- _ O
etc. -X- _ O
) -X- _ O
. -X- _ O
Additional -X- _ O
delivery -X- _ O
charges -X- _ O
may -X- _ O
be -X- _ O
assessed -X- _ O
for -X- _ O
walkups -X- _ O
or -X- _ O
extra -X- _ O
time -X- _ O
spent -X- _ O
if -X- _ O

the -X- _ O
furniture -X- _ O
does -X- _ O
not -X- _ O
fit -X- _ O
via -X- _ O
normal -X- _ O
means. -X- _ O
Furniture -X- _ O
that -X- _ O
does -X- _ O
not -X- _ O
fit -X- _ O
will -X- _ O
be -X- _ O
refunded -X- _ O
in -X- _ O
store -X- _ O
credit -X- _ O
only -X- _ O

and -X- _ O
original -X- _ O
shipping -X- _ O
fees -X- _ O
will -X- _ O
not -X- _ O
be -X- _ O
credited. -X- _ O
Additional -X- _ O
shipping -X- _ O
and -X- _ O
delivery -X- _ O
charges -X- _ O
will -X- _ O
apply -X- _ O
to -X- _ O
orders -X- _ O
that -X- _ O
use -X- _ O
store -X- _ O

credit. -X- _ O
Adding -X- _ O
product -X- _ O
to -X- _ O
your -X- _ O
cart -X- _ O
Customer -X- _ O
reviews -X- _ O
Description -X- _ O
Designed -X- _ O
with -X- _ O
simplicity -X- _ O
in -X- _ O
mind -X- _ O
, -X- _ O
the -X- _ O
Hoyt -X- _ O
Chair -X- _ O
is -X- _ O
anything -X- _ O

but -X- _ O
basic. -X- _ O
Keep -X- _ O
conversations -X- _ O
flowing -X- _ O
by -X- _ O
placing -X- _ O
a -X- _ O
pair -X- _ O
of -X- _ O
these -X- _ O
chairs -X- _ O
in -X- _ O
a -X- _ O
room. -X- _ O
The -X- _ O
square -X- _ O
silhouette -X- _ O
and -X- _ O
smart -X- _ O

lines -X- _ O
look -X- _ O
even -X- _ O
better -X- _ O
when -X- _ O
two -X- _ O
chairs -X- _ O
sit -X- _ O
together. -X- _ O
Plush -X- _ O
cushions -X- _ O
, -X- _ O
and -X- _ O
padded -X- _ O
bolsters -X- _ O
( -X- _ O
which -X- _ O
are -X- _ O
stitched -X- _ O
in -X- _ O

place -X- _ O
to -X- _ O
keep -X- _ O
the -X- _ O
arms -X- _ O
looking -X- _ O
crisp -X- _ O
and -X- _ O
comfortable -X- _ O
) -X- _ O
make -X- _ O
this -X- _ O
chair -X- _ O
the -X- _ O
perfect -X- _ O
place -X- _ O
to -X- _ O
chat -X- _ O
or -X- _ O
just -X- _ O

relax. -X- _ O
Specifications -X- _ O
We -X- _ O
worry -X- _ O
about -X- _ O
the -X- _ O
details -X- _ O
of -X- _ O
your -X- _ O
furniture -X- _ O
so -X- _ O
you -X- _ O
do -X- _ O
n't -X- _ O
have -X- _ O
to. -X- _ O
Frame -X- _ O
: -X- _ O
Kiln-dried -X- _ O
hardwood -X- _ O

frame -X- _ O
( -X- _ O
never -X- _ O
particle -X- _ O
board -X- _ O
or -X- _ O
pine -X- _ O
) -X- _ O
. -X- _ O
Joints -X- _ O
: -X- _ O
Corner-blocked -X- _ O
, -X- _ O
high-pressure -X- _ O
stapled -X- _ O
, -X- _ O
and -X- _ O
glued -X- _ O
( -X- _ O
screwed -X- _ O

and -X- _ O
doweled -X- _ O
frames -X- _ O
also -X- _ O
available -X- _ O
) -X- _ O
. -X- _ O
Suspension -X- _ O
: -X- _ O
Unidirectional -X- _ O
webbing -X- _ O
( -X- _ O
interwoven -X- _ O
strips -X- _ O
of -X- _ O
nylon -X- _ O
webbing -X- _ O
that -X- _ O
create -X- _ O
a -X- _ O

very -X- _ O
stable -X- _ O
platform -X- _ O
for -X- _ O
cushions -X- _ O
) -X- _ O
. -X- _ O
Cushions -X- _ O
: -X- _ O
Medium -X- _ O
HR -X- _ O
polyurethane -X- _ O
foam. -X- _ O
No -X- _ O
flame -X- _ O
retardants. -X- _ O
Glue -X- _ O
: -X- _ O
Low-VOC -X- _ O
38 -X- _ O

" -X- _ O
L -X- _ O
x -X- _ O
36 -X- _ O
" -X- _ O
D -X- _ O
x -X- _ O
34 -X- _ O
" -X- _ O
H -X- _ O
Makes -X- _ O
a -X- _ O
great -X- _ O
swivel -X- _ O
chair. -X- _ O
Call -X- _ O
or -X- _ O
email -X- _ O
for -X- _ O
details. -X- _ O

Do -X- _ O
n't -X- _ O
see -X- _ O
the -X- _ O
right -X- _ O
color -X- _ O
? -X- _ O
We -X- _ O
have -X- _ O
100s -X- _ O
of -X- _ O
fabrics -X- _ O
and -X- _ O
leathers -X- _ O
available -X- _ O
at -X- _ O
the -X- _ O
Perch -X- _ O
shop -X- _ O
, -X- _ O

including -X- _ O
that -X- _ O
perfect -X- _ O
grey. -X- _ O
Recommended -X- _ O
Products -X- _ O
Site -X- _ O
Links -X- _ O
Site -X- _ O
Links -X- _ O
Search -X- _ O
Shop -X- _ O
Customize -X- _ O
Testimonials -X- _ O
Digital -X- _ O
Gift -X- _ O
Cards -X- _ O
Policies -X- _ O
Policies -X- _ O
Shipping -X- _ O

& -X- _ O
Returns -X- _ O
Privacy -X- _ O
Terms -X- _ O
of -X- _ O
service -X- _ O
Accessibility -X- _ O
Need -X- _ O
some -X- _ O
guidance -X- _ O
? -X- _ O
Our -X- _ O
design -X- _ O
team -X- _ O
is -X- _ O
here -X- _ O
to -X- _ O
help -X- _ O
! -X- _ O
Chat -X- _ O

Now -X- _ O
Call -X- _ O
Us -X- _ O
: -X- _ O
503-208-5128 -X- _ O
Send -X- _ O
Us -X- _ O
An -X- _ O
Email -X- _ O
4519 -X- _ O
NE -X- _ O
Fremont -X- _ O
Street -X- _ O
Portland -X- _ O
, -X- _ O
OR -X- _ O
97213 -X- _ O
Visit -X- _ O
Us -X- _ O
Copyright -X- _ O

© -X- _ O
2025 -X- _ O
, -X- _ O
Perch -X- _ O
Furniture -X- _ O
. -X- _ O
All -X- _ O
rights -X- _ O
reserved. -X- _ O
See -X- _ O
our -X- _ O
terms -X- _ O
of -X- _ O
use -X- _ O
and -X- _ O
privacy -X- _ O
notice. -X- _ O
Site -X- _ O
Design -X- _ O
by -X- _ O

Hot -X- _ O
Mess -X- _ O
Consulting. -X- _ O
Powered -X- _ O
by -X- _ O
Shopify -X- _ O
American -X- _ O
Express -X- _ O
Apple -X- _ O
Pay -X- _ O
Diners -X- _ O
Club -X- _ O
Discover -X- _ O
Mastercard -X- _ O
Shop -X- _ O
Pay -X- _ O
Visa -X- _ O
Availability -X- _ O
Skip -X- _ O
to -X- _ O

content -X- _ O
Collections -X- _ O
Autumn -X- _ O
collection -X- _ O
'25 -X- _ O
Lighting -X- _ O
Tables -X- _ O
and -X- _ O
desks -X- _ O
Chairs -X- _ O
, -X- _ O
stools -X- _ O
and -X- _ O
benches -X- _ O
Upholstery -X- _ O
Cabinetry -X- _ O
Beds -X- _ O
Accessories -X- _ O
Spring -X- _ O
collection -X- _ O

'25 -X- _ O
Anniversary -X- _ O
collection -X- _ O
Ex-display -X- _ O
About -X- _ O
us -X- _ O
About -X- _ O
Our -X- _ O
film -X- _ O
About -X- _ O
making -X- _ O
beautiful -X- _ O
things -X- _ O
Collaborations -X- _ O
Our -X- _ O
spaces -X- _ O
Our -X- _ O
London -X- _ O
Showroom -X- _ O
Our -X- _ O

NYC -X- _ O
Apartment -X- _ O
Our -X- _ O
Studio -X- _ O
Contact -X- _ O
Contact -X- _ O
Press -X- _ O
Trade -X- _ O
Work -X- _ O
with -X- _ O
us -X- _ O
Trade -X- _ O
FAQs -X- _ O
Change -X- _ O
country -X- _ O
Choose -X- _ O
your -X- _ O
region -X- _ O
Close -X- _ O
country -X- _ O

picker -X- _ O
Europe -X- _ O
and -X- _ O
Rest -X- _ O
of -X- _ O
World -X- _ O
Albania -X- _ O
Australia -X- _ O
Austria -X- _ O
Belgium -X- _ O
Bosnia -X- _ O
& -X- _ O
Herzegovina -X- _ O
Costa -X- _ O
Rica -X- _ O
Croatia -X- _ O
Cyprus -X- _ O
Czechia -X- _ O
Denmark -X- _ O
Egypt -X- _ O

Estonia -X- _ O
Finland -X- _ O
France -X- _ O
Germany -X- _ O
Gibraltar -X- _ O
Greece -X- _ O
Guernsey -X- _ O
Iceland -X- _ O
Ireland -X- _ O
Italy -X- _ O
Japan -X- _ O
Jersey -X- _ O
Kazakhstan -X- _ O
Latvia -X- _ O
Lithuania -X- _ O
Luxembourg -X- _ O
Maldives -X- _ O
Malta -X- _ O
Monaco -X- _ O
Montenegro -X- _ O

Netherlands -X- _ O
New -X- _ O
Zealand -X- _ O
North -X- _ O
Macedonia -X- _ O
Norway -X- _ O
Poland -X- _ O
Portugal -X- _ O
Qatar -X- _ O
Saudi -X- _ O
Arabia -X- _ O
Singapore -X- _ O
Slovenia -X- _ O
South -X- _ O
Korea -X- _ O
Spain -X- _ O
Sweden -X- _ O
Switzerland -X- _ O
United -X- _ O
Arab -X- _ O

Emirates -X- _ O
Venezuela -X- _ O
North -X- _ O
America -X- _ O
Canada -X- _ O
United -X- _ O
States -X- _ O
United -X- _ O
Kingdom -X- _ O
United -X- _ O
Kingdom -X- _ O
Cart -X- _ O
Collections -X- _ O
Autumn -X- _ O
collection -X- _ O
'25 -X- _ O
Lighting -X- _ O
Tables -X- _ O
and -X- _ O
desks -X- _ O

Chairs -X- _ O
, -X- _ O
stools -X- _ O
and -X- _ O
benches -X- _ O
Upholstery -X- _ O
Cabinetry -X- _ O
Beds -X- _ O
Accessories -X- _ O
Spring -X- _ O
collection -X- _ O
'25 -X- _ O
Anniversary -X- _ O
collection -X- _ O
Ex-display -X- _ O
About -X- _ O
us -X- _ O
About -X- _ O
Our -X- _ O
film -X- _ O

About -X- _ O
making -X- _ O
beautiful -X- _ O
things -X- _ O
Collaborations -X- _ O
Our -X- _ O
spaces -X- _ O
Our -X- _ O
London -X- _ O
Showroom -X- _ O
Our -X- _ O
NYC -X- _ O
Apartment -X- _ O
Our -X- _ O
Studio -X- _ O
Contact -X- _ O
Contact -X- _ O
Press -X- _ O
Trade -X- _ O
Work -X- _ O

with -X- _ O
us -X- _ O
Trade -X- _ O
FAQs -X- _ O
Description -X- _ O
The -X- _ O
Yves -X- _ O
desk -X- _ O
is -X- _ O
an -X- _ O
elegant -X- _ O
and -X- _ O
compact -X- _ O
writing -X- _ O
desk -X- _ O
, -X- _ O
with -X- _ O
softly -X- _ O
sculpted -X- _ O
legs -X- _ O

and -X- _ O
a -X- _ O
tiered -X- _ O
top. -X- _ O
It -X- _ O
has -X- _ O
an -X- _ O
inlaid -X- _ O
dark -X- _ O
brown -X- _ O
leather -X- _ O
writing -X- _ O
surface -X- _ O
, -X- _ O
two -X- _ O
drawers -X- _ O
and -X- _ O
a -X- _ O
cable -X- _ O
access -X- _ O

hole -X- _ O
to -X- _ O
each -X- _ O
side -X- _ O
at -X- _ O
the -X- _ O
rear -X- _ O
of -X- _ O
the -X- _ O
desk. -X- _ O
This -X- _ O
item -X- _ O
requires -X- _ O
basic -X- _ O
assembly -X- _ O
or -X- _ O
can -X- _ O
be -X- _ O
delivered -X- _ O
white -X- _ O

glove -X- _ O
including -X- _ O
assembly. -X- _ O
Dimensions -X- _ O
Metric -X- _ O
Imperial -X- _ O
Millimetres -X- _ O
: -X- _ O
1260w -X- _ O
× -X- _ O
700d -X- _ O
× -X- _ O
830h -X- _ O
( -X- _ O
730 -X- _ O
desk -X- _ O
height -X- _ O
) -X- _ O
Inches -X- _ O
: -X- _ O

49.61w -X- _ O
× -X- _ O
27.56d -X- _ O
× -X- _ O
32.68h -X- _ O
( -X- _ O
28.74 -X- _ O
desk -X- _ O
height -X- _ O
) -X- _ O
Millimetres -X- _ O
: -X- _ O
1260w -X- _ O
× -X- _ O
700d -X- _ O
× -X- _ O
830h -X- _ O
( -X- _ O
730 -X- _ O
desk -X- _ O

height -X- _ O
) -X- _ O
Inches -X- _ O
: -X- _ O
49.61w -X- _ O
× -X- _ O
27.56d -X- _ O
× -X- _ O
32.68h -X- _ O
( -X- _ O
28.74 -X- _ O
desk -X- _ O
height -X- _ O
) -X- _ O
Dimension -X- _ O
drawing -X- _ O
Materials -X- _ O
and -X- _ O
finishes -X- _ O
Black -X- _ O

American -X- _ O
walnut -X- _ O
Black -X- _ O
walnut -X- _ O
is -X- _ O
a -X- _ O
hardwood -X- _ O
with -X- _ O
a -X- _ O
rich -X- _ O
and -X- _ O
straight-grained -X- _ O
timber -X- _ O
, -X- _ O
it -X- _ O
can -X- _ O
display -X- _ O
many -X- _ O
unique -X- _ O
characteristics -X- _ O

, -X- _ O
such -X- _ O
as -X- _ O
knots -X- _ O
and -X- _ O
variations -X- _ O
in -X- _ O
depth -X- _ O
of -X- _ O
tone. -X- _ O
The -X- _ O
walnut -X- _ O
we -X- _ O
source -X- _ O
is -X- _ O
native -X- _ O
to -X- _ O
North -X- _ O
America. -X- _ O
We -X- _ O

use -X- _ O
a -X- _ O
protective -X- _ O
lacquer -X- _ O
finish -X- _ O
which -X- _ O
enables -X- _ O
the -X- _ O
timber -X- _ O
to -X- _ O
age -X- _ O
gracefully -X- _ O
without -X- _ O
heavy -X- _ O
discolouration -X- _ O
and -X- _ O
withstand -X- _ O
daily -X- _ O
spillage. -X- _ O
European -X- _ O

oak -X- _ O
European -X- _ O
oak -X- _ O
is -X- _ O
a -X- _ O
temperate -X- _ O
white -X- _ O
oak -X- _ O
hardwood -X- _ O
native -X- _ O
to -X- _ O
Europe. -X- _ O
It -X- _ O
presents -X- _ O
a -X- _ O
golden -X- _ O
to -X- _ O
light -X- _ O
brown -X- _ O
hue -X- _ O

with -X- _ O
a -X- _ O
minimal -X- _ O
grain -X- _ O
pattern. -X- _ O
We -X- _ O
use -X- _ O
a -X- _ O
protective -X- _ O
white -X- _ O
oil -X- _ O
finish -X- _ O
to -X- _ O
allow -X- _ O
the -X- _ O
timber -X- _ O
to -X- _ O
age -X- _ O
gracefully -X- _ O
without -X- _ O

heavy -X- _ O
discolouration -X- _ O
and -X- _ O
withstand -X- _ O
daily -X- _ O
spillage. -X- _ O
Dark -X- _ O
brown -X- _ O
house -X- _ O
leather -X- _ O
Our -X- _ O
house -X- _ O
leather -X- _ O
is -X- _ O
a -X- _ O
dark -X- _ O
brown -X- _ O
aniline -X- _ O
leather. -X- _ O
As -X- _ O

such -X- _ O
, -X- _ O
it -X- _ O
may -X- _ O
reveal -X- _ O
natural -X- _ O
markings -X- _ O
such -X- _ O
as -X- _ O
scarring -X- _ O
, -X- _ O
growth -X- _ O
marks -X- _ O
and -X- _ O
variation -X- _ O
in -X- _ O
tone -X- _ O
and -X- _ O
colour. -X- _ O
These -X- _ O

markings -X- _ O
are -X- _ O
a -X- _ O
part -X- _ O
of -X- _ O
the -X- _ O
beauty -X- _ O
of -X- _ O
the -X- _ O
leather -X- _ O
which -X- _ O
has -X- _ O
been -X- _ O
selected -X- _ O
for -X- _ O
its -X- _ O
natural -X- _ O
materiality -X- _ O
, -X- _ O
high -X- _ O

quality -X- _ O
and -X- _ O
comfort. -X- _ O
As -X- _ O
a -X- _ O
natural -X- _ O
material -X- _ O
it -X- _ O
will -X- _ O
age -X- _ O
according -X- _ O
to -X- _ O
its -X- _ O
environment -X- _ O
, -X- _ O
creating -X- _ O
a -X- _ O
beautiful -X- _ O
patina -X- _ O
over -X- _ O

time. -X- _ O
Care -X- _ O
guide -X- _ O
Oiled -X- _ O
wood -X- _ O
An -X- _ O
oiled -X- _ O
finish -X- _ O
is -X- _ O
a -X- _ O
durable -X- _ O
natural -X- _ O
looking -X- _ O
finish -X- _ O
that -X- _ O
can -X- _ O
be -X- _ O
revitalised -X- _ O
( -X- _ O
